experiment_id,run_id,condition,baseline_type,seed,episode_number,kill_rate,kills,survival_time,damage_dealt,damage_taken,ammo_efficiency,exploration_coverage,decision_latency_p99,rule_match_rate,decision_level_counts,total_ticks,shots_fired,hits,cells_visited,started_at,completed_at
DOE-001,DOE-001-full_agent,full_agent,full_agent,352,11,12.462158784575285,33,158.88097995113765,3466.1886188215562,280.27581884669956,0.4191731048778304,0.69447999308675,35.98425619808271,0.32956796059067756,"{""0"": 1832, ""1"": 1945, ""2"": 1390, ""255"": 393}",5560,78,32,347,2026-02-08 09:34:00.536308,
DOE-001,DOE-001-full_agent,full_agent,full_agent,383,12,13.37651479103404,42,188.38987878136209,5146.3594612609,410.93005445092706,0.4199737796911942,0.7967919294476451,26.764348215867287,0.14031463857270957,"{""0"": 925, ""1"": 2307, ""2"": 1648, ""255"": 1713}",6593,100,41,398,2026-02-08 09:34:00.536619,
DOE-001,DOE-001-full_agent,full_agent,full_agent,414,13,12.032231268647015,25,124.665156986188,3059.701352203832,246.0906220073358,0.7047188320052732,0.960519760784149,29.95404128141322,0.16736385361481826,"{""0"": 730, ""1"": 1527, ""2"": 1090, ""255"": 1016}",4363,35,24,480,2026-02-08 09:34:00.536937,
DOE-001,DOE-001-full_agent,full_agent,full_agent,445,14,15.59739235091542,46,176.95265579685272,5456.442313026539,478.4214435160549,0.7292256251266345,0.5327637337306593,44.01785452790373,0.28024197637995,"{""0"": 1735, ""1"": 2167, ""2"": 1548, ""255"": 743}",6193,63,45,266,2026-02-08 09:34:00.537248,
DOE-001,DOE-001-full_agent,full_agent,full_agent,476,15,18.829525870417314,43,137.01885101915315,5194.318383332123,316.3452859820956,0.5493791174674943,0.5949510891509873,71.83170057866812,0.2627067688851811,"{""0"": 1259, ""1"": 1678, ""2"": 1198, ""255"": 660}",4795,78,42,297,2026-02-08 09:34:00.537554,
DOE-001,DOE-001-full_agent,full_agent,full_agent,507,16,18.8455998478477,52,165.5558870606247,6691.972947215476,528.3562892991173,0.5762283753191154,0.977408157330223,34.05828810132337,0.19821115733316325,"{""0"": 1148, ""1"": 2027, ""2"": 1448, ""255"": 1171}",5794,90,51,488,2026-02-08 09:34:00.537868,
DOE-001,DOE-001-full_agent,full_agent,full_agent,538,17,18.271870245421308,52,170.7542773724453,3846.024093317464,347.8604760731533,0.6489852096315278,0.36927822525785775,53.369047199842164,0.26161822297394216,"{""0"": 1563, ""1"": 2091, ""2"": 1494, ""255"": 828}",5976,80,51,184,2026-02-08 09:34:00.538174,
DOE-001,DOE-001-full_agent,full_agent,full_agent,569,18,11.946917863890103,31,155.68869068916112,3720.967292561735,317.54158371044554,0.33494091420738586,0.7284974060631926,74.49722973885937,0.20845028756669218,"{""0"": 1135, ""1"": 1907, ""2"": 1362, ""255"": 1045}",5449,92,30,364,2026-02-08 09:34:00.538487,
DOE-001,DOE-001-full_agent,full_agent,full_agent,600,19,14.683145836870072,40,163.45271147368751,3407.358151408996,318.5520710562203,0.40357586604063805,0.5661012681121679,43.7020332033604,0.49746821481806563,"{""0"": 2845, ""1"": 2001, ""2"": 1430, ""255"": -556}",5720,99,39,283,2026-02-08 09:34:00.538795,
DOE-001,DOE-001-full_agent,full_agent,full_agent,631,20,18.66408929601903,57,183.23958623201997,7142.672917199456,346.50157880550904,0.6890910962183752,0.7745291076726039,68.5920301921036,0.5483240460779109,"{""0"": 3516, ""1"": 2244, ""2"": 1603, ""255"": -950}",6413,82,56,387,2026-02-08 09:34:00.539119,
DOE-001,DOE-001-full_agent,full_agent,full_agent,662,21,19.314838079571896,61,189.4916221881743,6349.938621342713,348.06098397310046,0.8288832156394869,0.5406531090682544,43.16678812201842,0.2859215112415772,"{""0"": 1896, ""1"": 2321, ""2"": 1658, ""255"": 757}",6632,73,60,270,2026-02-08 09:34:00.539422,
DOE-001,DOE-001-full_agent,full_agent,full_agent,693,22,15.20419616125566,52,205.2065079211876,4771.433488250041,490.0595566693471,0.346650133007623,0.9125354092003507,69.80731110764142,0.3576313536167462,"{""0"": 2568, ""1"": 2513, ""2"": 1795, ""255"": 306}",7182,150,51,456,2026-02-08 09:34:00.539731,
DOE-001,DOE-001-full_agent,full_agent,full_agent,724,23,12.159638268789413,29,143.09636204114076,2576.5123309337637,362.61942950736153,0.394604808364484,0.7022601037375861,14.88343263793084,0.33612889543965935,"{""0"": 1683, ""1"": 1752, ""2"": 1252, ""255"": 321}",5008,73,28,351,2026-02-08 09:34:00.540039,
DOE-001,DOE-001-full_agent,full_agent,full_agent,755,24,18.0,30,100.0,2273.241965582804,158.24153541000638,0.7955613201424195,0.8149164491600418,48.32467450111076,0.20275805561323806,"{""0"": 709, ""1"": 1225, ""2"": 875, ""255"": 691}",3500,37,29,407,2026-02-08 09:34:00.540365,
DOE-001,DOE-001-full_agent,full_agent,full_agent,786,25,17.031475171345,59,207.85046300369535,6635.883571680739,371.12991652416827,0.42024494214145114,0.5608939701002197,37.321919423755126,0.26743273836451453,"{""0"": 1945, ""1"": 2545, ""2"": 1818, ""255"": 966}",7274,140,58,280,2026-02-08 09:34:00.540689,
DOE-001,DOE-001-full_agent,full_agent,full_agent,817,26,15.027935339277354,48,191.6430923463429,6527.272638310948,347.94345681713213,0.552076400264078,0.5166655930135575,17.790489011495364,0.24491512457798734,"{""0"": 1642, ""1"": 2347, ""2"": 1676, ""255"": 1042}",6707,86,47,258,2026-02-08 09:34:00.541002,
DOE-001,DOE-001-full_agent,full_agent,full_agent,848,27,17.874877103718497,49,164.47665530457797,5460.259318299006,351.7540687545632,0.5111490975978716,0.5081132497032717,35.07452806114963,0.4777458224918361,"{""0"": 2749, ""1"": 2014, ""2"": 1439, ""255"": -446}",5756,95,48,254,2026-02-08 09:34:00.541342,
DOE-001,DOE-001-full_agent,full_agent,full_agent,879,28,19.233484744869077,57,177.81489134008095,4621.993618357457,273.8718910548543,0.8125488083676046,0.5047813260112933,57.6921250513433,0.47288877079960073,"{""0"": 2942, ""1"": 2178, ""2"": 1555, ""255"": -452}",6223,70,56,252,2026-02-08 09:34:00.541653,
DOE-001,DOE-001-full_agent,full_agent,full_agent,910,29,11.218334357703817,35,187.19356484128102,3838.132973489411,338.81577288650425,0.5732077906971181,0.828144034540453,46.44107053026979,0.48612397855839307,"{""0"": 3184, ""1"": 2292, ""2"": 1637, ""255"": -562}",6551,61,34,414,2026-02-08 09:34:00.541972,
DOE-001,DOE-001-full_agent,full_agent,full_agent,941,30,16.727066547495347,67,240.3290492439597,8142.381810330606,452.4136908749248,0.5355824728480587,0.6797353072533175,37.21607807404239,0.42470243546081143,"{""0"": 3572, ""1"": 2943, ""2"": 2102, ""255"": -206}",8411,125,66,339,2026-02-08 09:34:00.542279,
DOE-001,DOE-001-full_agent,full_agent,full_agent,972,31,14.661351246011428,46,188.2500428295004,2825.3620387441824,416.4852976268981,0.5589559374662068,0.6737829352781401,61.439882242354074,0.43299574956876824,"{""0"": 2852, ""1"": 2305, ""2"": 1647, ""255"": -216}",6588,82,45,336,2026-02-08 09:34:00.542601,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1003,32,14.231222077814449,33,139.13070776168206,2359.6527869877473,250.6195957588871,0.593858493665657,0.9230225829209745,67.29213225811242,0.3679300257677545,"{""0"": 1791, ""1"": 1704, ""2"": 1217, ""255"": 157}",4869,55,32,461,2026-02-08 09:34:00.542924,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1034,33,15.886876593150136,30,113.30106263783134,4127.461773509616,199.09579539787188,0.7283715962724009,0.7216366273532335,36.318291982588384,0.33542251328532624,"{""0"": 1329, ""1"": 1387, ""2"": 991, ""255"": 258}",3965,41,29,360,2026-02-08 09:34:00.543240,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1065,34,10.659597000605741,27,151.9757266534506,3685.508634751673,253.5464801690392,0.8920363668932965,0.8833703195633641,50.26195656598136,0.3985227888789374,"{""0"": 2119, ""1"": 1861, ""2"": 1329, ""255"": 10}",5319,30,26,441,2026-02-08 09:34:00.543572,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1096,35,14.540880124467025,58,239.32526574814565,9325.018674159612,558.8973593401834,0.5358289204541241,0.7838057599326963,41.71257837498518,0.2328774633425311,"{""0"": 1950, ""1"": 2931, ""2"": 2094, ""255"": 1401}",8376,108,57,391,2026-02-08 09:34:00.543889,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1127,36,12.549787235945935,45,215.1430896188009,4048.726015184158,483.942369159853,0.5528560636484716,0.3843819957021517,31.295284632115642,0.283805686042394,"{""0"": 2137, ""1"": 2635, ""2"": 1882, ""255"": 876}",7530,81,44,192,2026-02-08 09:34:00.544206,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1158,37,15.79572353684268,45,170.93234087709845,2848.583435521465,168.37001295995634,0.4619286755679694,0.8135571076015841,46.655501562509315,0.21499338662067805,"{""0"": 1286, ""1"": 2093, ""2"": 1495, ""255"": 1108}",5982,97,44,406,2026-02-08 09:34:00.544536,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1189,38,16.439274309163704,30,109.49388434966563,2425.62591090379,312.2246514604165,0.6292845942413118,0.9162199153692631,32.430895774264286,0.4087719940286315,"{""0"": 1566, ""1"": 1341, ""2"": 958, ""255"": -33}",3832,47,29,458,2026-02-08 09:34:00.544845,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1220,39,14.731514788269367,44,179.20764007936367,4454.791403176764,401.06548907848446,0.5116505466742867,0.5453268791886353,20.74192434137166,0.3026583866478256,"{""0"": 1898, ""1"": 2195, ""2"": 1568, ""255"": 611}",6272,85,43,272,2026-02-08 09:34:00.545155,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1251,40,13.221343442545194,44,199.67713655366498,4408.66805661114,468.5634060502299,0.5803774447718504,0.8296108824781772,55.44991747760238,0.13929193546344038,"{""0"": 973, ""1"": 2445, ""2"": 1747, ""255"": 1823}",6988,75,43,414,2026-02-08 09:34:00.545463,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1282,41,18.78082978190172,37,118.2056397816522,2889.415508355949,256.06532957506045,0.5385835717885146,0.8074332669724845,26.653945160772913,0.46760660498458634,"{""0"": 1934, ""1"": 1447, ""2"": 1034, ""255"": -278}",4137,68,36,403,2026-02-08 09:34:00.545791,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1313,42,15.015590367001773,48,191.80065049783732,4158.859240363272,406.9008208266414,0.6609080492309383,0.56114884556202,29.071829125521013,0.0727425782763951,"{""0"": 488, ""1"": 2349, ""2"": 1678, ""255"": 2198}",6713,72,47,280,2026-02-08 09:34:00.546095,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1344,43,15.670360550227526,48,183.78645410032914,4982.304983385346,319.2334221323006,0.4692518444489772,0.5680354732539693,67.06003549673807,0.46651841976760994,"{""0"": 3000, ""1"": 2251, ""2"": 1608, ""255"": -427}",6432,102,47,284,2026-02-08 09:34:00.546407,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1375,44,14.946674541379693,43,172.61364679195364,5966.1578075771795,165.42432587713014,0.6252047409559816,0.8178040194342079,32.50726178282452,0.30095972293283496,"{""0"": 1818, ""1"": 2114, ""2"": 1510, ""255"": 599}",6041,68,42,408,2026-02-08 09:34:00.546712,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1406,45,9.704145007124385,34,210.21944730857956,3261.3818236606603,373.08934529767504,0.7693299782293934,0.7504671784673255,72.93676002835055,0.40787109099516455,"{""0"": 3000, ""1"": 2574, ""2"": 1839, ""255"": -56}",7357,44,33,375,2026-02-08 09:34:00.547020,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1437,46,12.458256295172385,38,183.01116512456943,3703.9484305294336,415.7544729165896,0.2631323520624446,0.6328038005454008,53.88002371909136,0.0,"{""0"": 0, ""1"": 2241, ""2"": 1601, ""255"": 2563}",6405,144,37,316,2026-02-08 09:34:00.547336,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1468,47,12.01439533843814,43,214.74239254852068,5185.079203684356,386.79639252392377,0.5259442855468135,0.5764231604034012,37.65291610436928,0.058139524238032224,"{""0"": 436, ""1"": 2630, ""2"": 1878, ""255"": 2571}",7515,81,42,288,2026-02-08 09:34:00.547661,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1499,48,10.939608041805505,27,148.08574437120606,1902.503825845158,250.06577583521025,0.6056349899397737,0.8112766268470685,36.89358401909814,0.33344378713331513,"{""0"": 1728, ""1"": 1814, ""2"": 1295, ""255"": 346}",5183,44,26,405,2026-02-08 09:34:00.547973,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1530,49,16.721350009273667,37,132.76439992995702,3121.685939897052,351.1015546352483,0.39835095279455635,0.8899923345650514,43.14777871337929,0.20943731151637704,"{""0"": 973, ""1"": 1626, ""2"": 1161, ""255"": 886}",4646,92,36,444,2026-02-08 09:34:00.548292,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1561,50,12.257713666739773,27,132.1616774583116,2311.5906854260647,301.6955551158047,0.6026489190156605,0.45847970956736395,50.39631193476059,0.5774915808575868,"{""0"": 2670, ""1"": 1618, ""2"": 1156, ""255"": -819}",4625,44,26,229,2026-02-08 09:34:00.548608,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1592,51,17.741817260866632,41,138.65546938227433,3891.7429066439236,341.77659369520796,0.514453215305736,0.7087586915091092,42.704934471350164,0.42438173510177146,"{""0"": 2059, ""1"": 1698, ""2"": 1213, ""255"": -118}",4852,79,40,354,2026-02-08 09:34:00.548919,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1623,52,15.075646147977748,54,214.91616135037864,4746.279941593952,523.2412976573763,0.578098550556127,0.739441701671518,64.0915852345097,0.14923613967454283,"{""0"": 1122, ""1"": 2632, ""2"": 1880, ""255"": 1888}",7522,93,53,369,2026-02-08 09:34:00.549233,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1654,53,8.513564859211577,20,140.95153086214103,1968.703113604624,230.39772726592778,0.4907964197309369,0.43501780367403725,45.76754283981193,0.36042147880882175,"{""0"": 1777, ""1"": 1726, ""2"": 1233, ""255"": 197}",4933,40,19,217,2026-02-08 09:34:00.549549,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1685,54,12.403924255167153,30,145.11536534497674,3352.4898778394345,285.1787298984582,0.8009289539047504,0.575422643323961,39.817861545242806,0.2601935411617587,"{""0"": 1321, ""1"": 1777, ""2"": 1269, ""255"": 712}",5079,37,29,287,2026-02-08 09:34:00.549875,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1716,55,11.95981832386475,47,235.78953489393243,3879.408582534657,453.21839974581195,0.3638872080029479,0.5506292727862504,22.84576089453676,0.37881420003490673,"{""0"": 3125, ""1"": 2888, ""2"": 2063, ""255"": 176}",8252,129,46,275,2026-02-08 09:34:00.550185,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1747,56,13.801048274133208,54,234.7647755187272,6042.555016957012,495.4426241150196,0.5845789373041632,0.6630203740873436,24.152428137327902,0.33938214380759035,"{""0"": 2788, ""1"": 2875, ""2"": 2054, ""255"": 499}",8216,92,53,331,2026-02-08 09:34:00.550489,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1778,57,14.342202065211163,43,179.8886940979669,5040.907426244609,501.94106804779375,0.5529809309905059,0.7018952329825057,34.28142414192123,0.47647925190337026,"{""0"": 2999, ""1"": 2203, ""2"": 1574, ""255"": -480}",6296,77,42,350,2026-02-08 09:34:00.550796,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1809,58,15.557871871827393,32,123.41019490440635,3790.8803315422765,330.47072050150035,0.6576216911314309,0.7226297524781372,30.111570765539845,0.4190831781393842,"{""0"": 1810, ""1"": 1511, ""2"": 1079, ""255"": -81}",4319,48,31,361,2026-02-08 09:34:00.551108,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1840,59,15.025407757758177,60,239.59416330256903,6958.210420062031,407.4187414049262,0.8137333720369936,0.5542577256724901,60.269597984767444,0.4520508308698673,"{""0"": 3790, ""1"": 2934, ""2"": 2096, ""255"": -435}",8385,73,59,277,2026-02-08 09:34:00.551419,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1871,60,15.08094892516049,38,151.1841205294538,2023.4157267823537,280.29840962442756,0.5494476465694144,0.4928924333185912,70.86527257237424,0.48346121268165576,"{""0"": 2557, ""1"": 1851, ""2"": 1322, ""255"": -439}",5291,69,37,246,2026-02-08 09:34:00.551731,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1902,61,18.26973416653293,40,131.36480137715387,4909.148580688482,199.22547032412922,0.5349075795866137,0.5822133213435535,73.41134263992845,0.4958202896110592,"{""0"": 2279, ""1"": 1608, ""2"": 1149, ""255"": -439}",4597,74,39,291,2026-02-08 09:34:00.552050,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1933,62,13.696797314285169,34,148.93992757506663,3232.9159763526054,363.4144334565599,0.628274328591791,0.6173503246310817,45.471501296914745,0.29967301547336644,"{""0"": 1561, ""1"": 1824, ""2"": 1303, ""255"": 524}",5212,54,33,308,2026-02-08 09:34:00.552367,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1964,63,16.2,27,100.0,3060.485613617867,89.99369669676038,0.7187672113393873,0.8208137888970082,47.81254976828288,0.39650013392973393,"{""0"": 1387, ""1"": 1225, ""2"": 875, ""255"": 13}",3500,37,26,410,2026-02-08 09:34:00.552679,
DOE-001,DOE-001-full_agent,full_agent,full_agent,1995,64,12.634938717061805,36,170.9545292121763,3328.3598568720568,300.25978537389346,0.624075019855507,0.5643239559836253,48.05243097772014,0.2677152379789434,"{""0"": 1601, ""1"": 2094, ""2"": 1495, ""255"": 793}",5983,57,35,282,2026-02-08 09:34:00.552992,
DOE-001,DOE-001-full_agent,full_agent,full_agent,2026,65,15.376823112716137,38,148.27510099368402,2358.79197430471,400.0292976276149,0.6765953689113858,0.6561928772170954,40.32076007714736,0.3364602441334575,"{""0"": 1745, ""1"": 1816, ""2"": 1297, ""255"": 331}",5189,56,37,328,2026-02-08 09:34:00.553298,
DOE-001,DOE-001-full_agent,full_agent,full_agent,2057,66,12.083903270411437,42,208.54188779965284,2881.697960563572,282.7405676091945,0.6383032881771186,0.6239190087550429,37.955969844649864,0.08364605417555084,"{""0"": 610, ""1"": 2554, ""2"": 1824, ""255"": 2310}",7298,65,41,311,2026-02-08 09:34:00.553605,
DOE-001,DOE-001-full_agent,full_agent,full_agent,2088,67,14.317101350942755,49,205.3488292032246,3735.6148420227732,418.202256794487,0.6052218257079948,0.8832853806771104,50.962848241770324,0.33342891713227674,"{""0"": 2396, ""1"": 2515, ""2"": 1796, ""255"": 480}",7187,80,48,441,2026-02-08 09:34:00.553916,
DOE-001,DOE-001-full_agent,full_agent,full_agent,2119,68,18.435989529720327,35,113.9076368325458,4039.2715398564233,274.33443798955545,0.6928233520993475,0.7314443924297571,63.924837703443615,0.18576212952561227,"{""0"": 740, ""1"": 1395, ""2"": 996, ""255"": 855}",3986,50,34,365,2026-02-08 09:34:00.554242,
DOE-001,DOE-001-full_agent,full_agent,full_agent,2150,69,20.476214365479517,41,120.13939471874595,5838.899724079235,134.63378693296988,0.7623385617057102,1.0,18.6842996616595,0.39761157757872795,"{""0"": 1671, ""1"": 1471, ""2"": 1051, ""255"": 11}",4204,53,40,500,2026-02-08 09:34:00.554563,
DOE-001,DOE-001-full_agent,full_agent,full_agent,2181,70,12.697573337482437,39,184.28718132247107,3131.6136755171356,295.158841052036,0.6749818635123147,0.9112758578645523,33.60690990833068,0.2821686236140305,"{""0"": 1819, ""1"": 2257, ""2"": 1612, ""255"": 762}",6450,57,38,455,2026-02-08 09:34:00.554905,
DOE-001,DOE-001-random,random,random,42,1,0.0,0,66.09434159508862,0.0,163.2716860189015,0.052448240567308166,0.11978204931376818,5.255680806334571,0.0,"{""255"": 2313, ""0"": 0, ""1"": 0, ""2"": 0}",2313,1,0,59,2026-02-08 09:34:00.487612,
DOE-001,DOE-001-random,random,random,73,2,6.293615758687942,4,38.13388188954737,369.47117555827765,81.9091204993859,0.1668221118310669,0.055321334683203514,6.002751169895355,0.0,"{""255"": 1334, ""0"": 0, ""1"": 0, ""2"": 0}",1334,23,3,27,2026-02-08 09:34:00.488107,
DOE-001,DOE-001-random,random,random,104,3,4.210979441186584,5,71.24233309376237,437.754327463059,142.1350428540457,0.15002689658984364,0.25574274352937576,9.365470629845774,0.0,"{""255"": 2493, ""0"": 0, ""1"": 0, ""2"": 0}",2493,33,4,127,2026-02-08 09:34:00.488542,
DOE-001,DOE-001-random,random,random,135,4,3.6040399905975984,4,66.59193589031312,386.0819622350866,90.14239396128042,0.2857805383276741,0.15511510183109983,3.88955115655835,0.0,"{""255"": 2330, ""0"": 0, ""1"": 0, ""2"": 0}",2330,13,3,77,2026-02-08 09:34:00.488905,
DOE-001,DOE-001-random,random,random,166,5,6.215844192197051,5,48.263758022860294,627.1682750395826,87.02179589601091,0.16427581115738837,0.18511147631998887,3.990942805222563,0.0,"{""255"": 1689, ""0"": 0, ""1"": 0, ""2"": 0}",1689,30,4,92,2026-02-08 09:34:00.489333,
DOE-001,DOE-001-random,random,random,197,6,3.557728312738619,4,67.45877675388206,451.5338669847804,94.28720852391581,0.1842103621027927,0.24307838527084757,1.3713978436009473,0.0,"{""255"": 2361, ""0"": 0, ""1"": 0, ""2"": 0}",2361,21,3,121,2026-02-08 09:34:00.489793,
DOE-001,DOE-001-random,random,random,228,7,4.184498903279807,5,71.69317209400157,499.13168135461893,135.52290091749376,0.2248899401909431,0.3986218325480775,4.410051295279224,0.0,"{""255"": 2509, ""0"": 0, ""1"": 0, ""2"": 0}",2509,22,4,199,2026-02-08 09:34:00.490178,
DOE-001,DOE-001-random,random,random,259,8,3.7161449732524154,6,96.87458443929425,606.4728214395462,221.0022046300099,0.10383051988187612,0.1368493494872288,7.224209996942232,0.0,"{""255"": 3390, ""0"": 0, ""1"": 0, ""2"": 0}",3390,57,5,68,2026-02-08 09:34:00.490519,
DOE-001,DOE-001-random,random,random,290,9,2.8703525487437638,3,62.71006677516971,294.581501446445,151.7259402653943,0.164554081076735,0.2484151684830004,6.166394807882569,0.0,"{""255"": 2194, ""0"": 0, ""1"": 0, ""2"": 0}",2194,18,2,124,2026-02-08 09:34:00.490862,
DOE-001,DOE-001-random,random,random,321,10,3.8608236659712474,3,46.622175880886374,212.49908076608074,58.527286564296574,0.12869404007064203,0.23676848028608655,5.900273438064108,0.0,"{""255"": 1631, ""0"": 0, ""1"": 0, ""2"": 0}",1631,23,2,118,2026-02-08 09:34:00.491188,
DOE-001,DOE-001-random,random,random,352,11,0.0,0,49.44048997556882,0.0,87.21606460600995,0.07465546036576266,0.2463199953911667,3.797900826411028,0.0,"{""255"": 1730, ""0"": 0, ""1"": 0, ""2"": 0}",1730,1,0,123,2026-02-08 09:34:00.491516,
DOE-001,DOE-001-random,random,random,383,12,0.9346531139292577,1,64.19493939068104,122.53236812525952,140.026789708282,0.07498907487133091,0.3145279529650967,2.5685797621156383,0.0,"{""255"": 2246, ""0"": 0, ""1"": 0, ""2"": 0}",2246,13,0,157,2026-02-08 09:34:00.491842,
DOE-001,DOE-001-random,random,random,414,13,0.0,0,32.332578493094,0.0,63.82492546291872,0.19363284666886382,0.4236798405227661,2.9938721708550964,0.0,"{""255"": 1131, ""0"": 0, ""1"": 0, ""2"": 0}",1131,1,0,211,2026-02-08 09:34:00.492217,
DOE-001,DOE-001-random,random,random,445,14,3.078168661901288,3,58.47632789842636,355.8549334582525,158.10064606660106,0.20384401046943101,0.13850915582043954,4.869047270387164,0.0,"{""255"": 2046, ""0"": 0, ""1"": 0, ""2"": 0}",2046,14,2,69,2026-02-08 09:34:00.492608,
DOE-001,DOE-001-random,random,random,476,15,7.7903005830454575,5,38.50942550957657,603.9905096897817,88.90948314936834,0.12890796561145595,0.1799673927673249,8.57756007715575,0.0,"{""255"": 1347, ""0"": 0, ""1"": 0, ""2"": 0}",1347,38,4,89,2026-02-08 09:34:00.492957,
